POINT;DATE;MARKER;LONGITUDE;LATITUDE;NB_SATELLITE;HDOP;COUNT_CO2_100;CO2_100;COUNT_P_atm;P_atm;COUNT_CO2_10;CO2_10;COUNT_T_atm;T_atm ;COUNT_SP;SP ;COUNT_SO2;SO2;COUNT_H2S;H2S ;COUNT_PYR;PYR ;COUNT_V_FLUX;V_FLUX;COUNT_P_in;P_in;COUNT_Rh;Rh;COUNT_T_in;T_in;COUNT_V_BAT;V_BAT;PUMP_FLUX;Thermocouple
P627;10/09/2018 09:06;0;38.79343;15.21574;8;121;7067;8.651;17472;925.207;21799;8.304;39370;16.755;32005;-43.1;452;-56.143;453;-18.349;453;1.429;3437;1708;1427;1854;3020;2.762;934.188;47.876;38.7;12.837;1.011;-99.9
P628;10/09/2018 09:06;0;38.79343;15.21574;8;121;7080;8.714;17468;925.109;21792;8.3;39375;16.757;31984;-44;452;-56.143;452;-18.353;453;1.429;3550;1737;1428;1855;3019;2.852;942.117;47.926;38.75;12.833;1.097;-99.9
P629;10/09/2018 09:07;0;38.79343;15.21574;8;121;7052;8.579;17472;925.207;21713;8.261;39377;16.758;31996;-43.5;452;-56.143;453;-18.349;453;1.429;3411;1737;1424;1855;3021;2.741;942.117;47.728;38.75;12.841;0.992;-99.9
P630;10/09/2018 09:07;0;38.79343;15.21574;8;121;7051;8.574;17473;925.232;21551;8.18;39380;16.76;31982;-44.1;452;-56.143;453;-18.349;453;1.429;3559;1774;1424;1855;3020;2.859;952.234;47.728;38.75;12.837;1.104;-99.9
P631;10/09/2018 09:07;0;38.79343;15.21574;8;121;7060;8.618;17474;925.257;21494;8.152;39383;16.761;32016;-42.6;453;-56.131;453;-18.349;453;1.429;3468;1741;1425;1856;3033;2.787;943.211;47.778;38.8;12.89;1.035;-99.9
P632;10/09/2018 09:07;0;38.79343;15.21574;8;121;7057;8.603;17467;925.084;21381;8.095;39387;16.763;32000;-43.3;453;-56.131;453;-18.349;453;1.429;3514;1733;1424;1857;3033;2.823;941.023;47.728;38.85;12.89;1.07;-99.9
P633;10/09/2018 09:07;0;38.79343;15.21574;8;121;7041;8.526;17465;925.035;21287;8.049;39391;16.765;32010;-42.9;453;-56.131;453;-18.349;453;1.429;3421;1813;1421;1857;3032;2.749;962.898;47.579;38.85;12.886;0.999;-99.9
P634;10/09/2018 09:07;0;38.79343;15.21574;8;121;7048;8.56;17463;924.985;21338;8.074;39392;16.766;32018;-42.5;453;-56.131;453;-18.349;453;1.429;3415;1735;1422;1857;3017;2.744;941.57;47.629;38.85;12.825;0.995;-99.9
P635;10/09/2018 09:08;0;38.79343;15.21574;8;121;7043;8.536;17467;925.084;21274;8.042;39395;16.767;32010;-42.9;453;-56.131;453;-18.349;453;1.429;3537;1802;1420;1857;3017;2.842;959.891;47.53;38.85;12.825;1.087;-99.9
P636;10/09/2018 09:08;0;38.79343;15.21574;8;121;7034;8.492;17473;925.232;21252;8.031;39398;16.769;32009;-42.9;453;-56.131;453;-18.349;453;1.429;3427;1731;1418;1858;3017;2.754;940.477;47.431;38.9;12.825;1.004;-99.9
P637;10/09/2018 09:08;0;38.79343;15.21574;8;121;7016;8.406;17479;925.38;21147;7.979;39403;16.771;32009;-42.9;453;-56.131;453;-18.349;454;1.429;3437;1800;1422;1858;3018;2.762;959.344;47.629;38.9;12.829;1.011;-99.9
P638;10/09/2018 09:08;0;38.79343;15.21574;8;121;7001;8.333;17480;925.405;21033;7.922;39407;16.773;32029;-42;453;-56.131;453;-18.349;454;1.429;3417;1706;1425;1858;3006;2.746;933.641;47.778;38.9;12.78;0.996;-99.9
P639;10/09/2018 09:08;0;38.79343;15.21574;8;121;6994;8.3;17479;925.38;20999;7.905;39411;16.775;32014;-42.7;453;-56.131;453;-18.349;454;1.429;3547;1750;1424;1858;3004;2.85;945.672;47.728;38.9;12.772;1.095;-99.9
P640;10/09/2018 09:08;0;38.79343;15.21574;8;121;6977;8.218;17485;925.528;20844;7.828;39416;16.777;32001;-43.3;453;-56.131;453;-18.349;454;1.429;3395;1740;1421;1858;3003;2.728;942.938;47.579;38.9;12.768;0.979;-99.9
P641;10/09/2018 09:09;0;38.79343;15.21574;8;121;6964;8.155;17490;925.652;20756;7.784;39417;16.778;32017;-42.6;453;-56.131;453;-18.349;454;1.429;3438;1775;1421;1859;3005;2.763;952.508;47.579;38.95;12.776;1.012;-99.9
P642;10/09/2018 09:09;0;38.79343;15.21574;8;121;6981;8.237;17492;925.701;20753;7.782;39417;16.778;32006;-43;453;-56.131;454;-18.344;454;1.429;3488;1768;1415;1860;3005;2.803;950.594;47.283;39;12.776;1.05;-99.9
P643;10/09/2018 09:09;0;38.79343;15.21574;8;121;6978;8.223;17491;925.677;20723;7.767;39419;16.779;32012;-42.8;453;-56.131;454;-18.344;454;1.429;3434;1734;1413;1860;3019;2.76;941.297;47.183;39;12.833;1.009;-99.9
P644;10/09/2018 09:09;0;38.79343;15.21574;8;121;6999;8.324;17487;925.578;20778;7.795;39417;16.778;32002;-43.2;453;-56.131;454;-18.344;454;1.429;3440;1792;1409;1859;3018;2.764;957.156;46.986;38.95;12.829;1.014;-99.9
P645;10/09/2018 09:09;0;38.79343;15.21574;8;121;6997;8.314;17485;925.528;20836;7.824;39415;16.777;31983;-44.1;453;-56.131;453;-18.349;454;1.429;3452;1726;1405;1861;3020;2.774;939.109;46.787;39.05;12.837;1.023;-99.9
P646;10/09/2018 09:09;0;38.79343;15.21574;8;121;7005;8.353;17472;925.207;20964;7.887;39412;16.775;31993;-43.6;453;-56.131;454;-18.344;454;1.429;3479;1737;1404;1860;3019;2.796;942.117;46.738;39;12.833;1.043;-99.9
P647;10/09/2018 09:10;0;38.79343;15.21574;8;121;7029;8.468;17480;925.405;21130;7.97;39409;16.774;31982;-44.1;453;-56.131;454;-18.344;454;1.429;3439;1792;1400;1863;3032;2.764;957.156;46.54;39.15;12.886;1.013;-99.9
P648;10/09/2018 09:10;0;38.79343;15.21574;8;121;7014;8.396;17485;925.528;21113;7.962;39409;16.774;32004;-43.1;453;-56.131;454;-18.344;454;1.429;3429;1704;1395;1863;3034;2.756;933.094;46.292;39.15;12.894;1.005;-99.9
P649;10/09/2018 09:10;0;38.79343;15.21574;8;121;7017;8.41;17479;925.38;20989;7.9;39412;16.775;32009;-42.9;454;-56.119;454;-18.344;454;1.429;3542;1747;1392;1862;3035;2.846;944.852;46.144;39.1;12.898;1.091;-99.9
P650;10/09/2018 09:10;0;38.79343;15.21574;8;121;7048;8.56;17464;925.01;21060;7.935;39408;16.773;31999;-43.3;453;-56.131;454;-18.344;454;1.429;3441;1790;1391;1863;3033;2.765;956.609;46.095;39.15;12.89;1.014;-99.9
P651;10/09/2018 09:10;0;38.79343;15.21574;8;121;7056;8.598;17467;925.084;21139;7.975;39403;16.771;31992;-43.7;453;-56.131;454;-18.344;454;1.429;3546;1805;1391;1865;3034;2.849;960.711;46.095;39.25;12.894;1.094;-99.9
P652;10/09/2018 09:10;0;38.79343;15.21574;8;121;7028;8.463;17468;925.109;21239;8.025;39400;16.77;32016;-42.6;454;-56.119;454;-18.344;455;1.429;3406;1778;1384;1864;3015;2.737;953.328;45.748;39.2;12.817;0.988;-99.9
P653;10/09/2018 09:11;0;38.79343;15.21574;8;121;7045;8.545;17466;925.059;21319;8.064;39403;16.771;32009;-42.9;454;-56.119;454;-18.344;454;1.429;3465;1730;1380;1863;3017;2.784;940.203;45.55;39.15;12.825;1.033;-99.9
P654;10/09/2018 09:11;0;38.79343;15.215738;8;121;7066;8.646;17474;925.257;21344;8.077;39410;16.774;32011;-42.8;454;-56.119;454;-18.344;455;1.429;3393;1739;1382;1863;3017;2.727;942.664;45.649;39.15;12.825;0.978;-99.9
P655;10/09/2018 09:11;0;38.79343;15.215738;8;121;7070;8.666;17479;925.38;21404;8.107;39412;16.775;32026;-42.2;454;-56.119;454;-18.344;455;1.429;3423;1703;1384;1865;3018;2.751;932.82;45.748;39.25;12.829;1.001;-99.9
P656;10/09/2018 09:11;0;38.79343;15.21574;8;121;7085;8.738;17486;925.553;21561;8.185;39412;16.775;32020;-42.4;454;-56.119;454;-18.344;455;1.429;3430;1729;1385;1864;3003;2.756;939.93;45.798;39.2;12.768;1.006;-99.9
P657;10/09/2018 09:11;0;38.79343;15.21574;8;121;7103;8.825;17486;925.553;21726;8.267;39411;16.775;32020;-42.4;454;-56.119;454;-18.344;455;1.429;3429;1753;1384;1864;3003;2.756;946.492;45.748;39.2;12.768;1.005;-99.9
P658;10/09/2018 09:11;0;38.79343;15.21574;8;121;7113;8.873;17487;925.578;21908;8.358;39408;16.773;31996;-43.5;454;-56.119;454;-18.344;455;1.429;3509;1742;1382;1864;3005;2.819;943.484;45.649;39.2;12.776;1.066;-99.9
P659;10/09/2018 09:12;0;38.79343;15.21574;8;120;7131;8.96;17490;925.652;21901;8.355;39407;16.773;31996;-43.5;454;-56.119;455;-18.34;455;1.429;3431;1760;1379;1866;3004;2.757;948.406;45.5;39.3;12.772;1.007;-99.9
P660;10/09/2018 09:12;0;38.79343;15.21574;8;120;7130;8.955;17495;925.775;21931;8.37;39408;16.773;31991;-43.7;454;-56.119;454;-18.344;455;1.429;3538;1748;1376;1864;3006;2.843;945.125;45.352;39.2;12.78;1.088;-99.9
P661;10/09/2018 09:12;0;38.79343;15.21574;8;120;7093;8.777;17496;925.8;21776;8.292;39407;16.773;31986;-43.9;454;-56.119;454;-18.344;455;1.429;3443;1792;1378;1865;3017;2.767;957.156;45.451;39.25;12.825;1.016;-99.9
P662;10/09/2018 09:12;0;38.79343;15.21574;8;120;7093;8.777;17498;925.849;21740;8.274;39398;16.769;31986;-43.9;454;-56.119;455;-18.34;455;1.429;3535;1803;1371;1867;3020;2.84;960.164;45.104;39.35;12.837;1.086;-99.9
P663;10/09/2018 09:12;0;38.79343;15.21574;8;120;7100;8.81;17501;925.924;21905;8.357;39393;16.766;31989;-43.8;454;-56.119;454;-18.344;455;1.429;3408;1788;1369;1867;3019;2.739;956.062;45.006;39.35;12.833;0.989;-99.9
P664;10/09/2018 09:12;0;38.79343;15.21574;8;120;7100;8.81;17485;925.528;21921;8.365;39392;16.766;31982;-44.1;454;-56.119;455;-18.34;455;1.429;3481;1748;1371;1867;3020;2.797;945.125;45.104;39.35;12.837;1.045;-99.9
P665;10/09/2018 09:13;0;38.79343;15.21574;8;120;7110;8.858;17486;925.553;21896;8.352;39391;16.765;31999;-43.3;454;-56.119;454;-18.344;455;1.429;3405;1742;1368;1867;3032;2.736;943.484;44.956;39.35;12.886;0.987;-99.9
P666;10/09/2018 09:13;0;38.79343;15.21574;8;120;7101;8.815;17487;925.578;21950;8.379;39385;16.762;31986;-43.9;454;-56.119;455;-18.34;455;1.429;3454;1715;1366;1867;3034;2.776;936.102;44.857;39.35;12.894;1.024;-99.9
P667;10/09/2018 09:13;0;38.79343;15.21574;8;120;7104;8.829;17472;925.207;21873;8.341;39379;16.759;31994;-43.6;454;-56.119;455;-18.34;455;1.429;3408;1740;1361;1868;3034;2.739;942.938;44.61;39.4;12.894;0.989;-99.9
P668;10/09/2018 09:13;0;38.79343;15.21574;8;120;7105;8.834;17471;925.183;21846;8.327;39374;16.757;31993;-43.6;454;-56.119;455;-18.34;455;1.429;3490;1774;1356;1869;3035;2.804;952.234;44.362;39.45;12.898;1.052;-99.9
P669;10/09/2018 09:13;0;38.79343;15.21574;8;120;7140;9.003;17474;925.257;21917;8.363;39370;16.755;31985;-44;454;-56.119;454;-18.344;455;1.429;3411;1811;1354;1868;3034;2.741;962.352;44.263;39.4;12.894;0.992;-99.9
P670;10/09/2018 09:13;0;38.79343;15.21574;8;120;7141;9.008;17471;925.183;21913;8.361;39370;16.755;32004;-43.1;454;-56.119;455;-18.34;455;1.429;3524;1808;1353;1870;3034;2.831;961.531;44.214;39.5;12.894;1.078;-99.9
P671;10/09/2018 09:14;0;38.79343;15.21574;8;120;7128;8.945;17474;925.257;22005;8.407;39367;16.753;32001;-43.3;454;-56.119;455;-18.34;455;1.429;3425;1810;1349;1870;3017;2.752;962.078;44.015;39.5;12.825;1.002;-99.9
P672;10/09/2018 09:14;0;38.79343;15.21574;8;120;7144;9.022;17475;925.281;22159;8.483;39367;16.753;32007;-43;454;-56.119;455;-18.34;455;1.429;3558;1778;1351;1869;3018;2.859;953.328;44.114;39.45;12.829;1.103;-99.9
P673;10/09/2018 09:14;0;38.79343;15.21574;8;120;7136;8.984;17484;925.504;22176;8.492;39370;16.755;31999;-43.3;454;-56.119;455;-18.34;455;1.429;3433;1777;1350;1870;3019;2.759;953.055;44.065;39.5;12.833;1.008;-99.9
P674;10/09/2018 09:14;0;38.79343;15.21574;8;120;7123;8.921;17490;925.652;22049;8.429;39373;16.756;31999;-43.3;454;-56.119;455;-18.34;456;1.429;3526;1757;1346;1869;3003;2.833;947.586;43.867;39.45;12.768;1.079;-99.9
P675;10/09/2018 09:14;0;38.79343;15.215738;8;120;7097;8.796;17483;925.479;21761;8.285;39378;16.759;31992;-43.7;455;-56.107;455;-18.34;455;1.429;3413;1716;1347;1869;3003;2.743;936.375;43.917;39.45;12.768;0.993;-99.9
P676;10/09/2018 09:14;0;38.79343;15.21574;8;120;7067;8.651;17491;925.677;21516;8.163;39381;16.76;31994;-43.6;455;-56.107;455;-18.34;456;1.429;3412;1733;1346;1869;3004;2.742;941.023;43.867;39.45;12.772;0.992;-99.9
P677;10/09/2018 09:15;0;38.79343;15.215738;8;120;7075;8.69;17497;925.825;21462;8.136;39377;16.758;32002;-43.2;454;-56.119;455;-18.34;455;1.429;3447;1718;1348;1870;3005;2.77;936.922;43.966;39.5;12.776;1.019;-99.9
P678;10/09/2018 09:15;0;38.79343;15.215738;8;120;7057;8.603;17496;925.8;21375;8.092;39376;16.758;31984;-44;455;-56.107;455;-18.34;456;1.429;3422;1810;1343;1870;3005;2.75;962.078;43.718;39.5;12.776;1;-99.9
P679;10/09/2018 09:15;0;38.79343;15.215738;8;120;7035;8.497;17499;925.874;21235;8.023;39380;16.76;31995;-43.5;455;-56.107;455;-18.34;456;1.429;3559;1762;1340;1871;3006;2.859;948.953;43.57;39.55;12.78;1.104;-99.9
P680;10/09/2018 09:15;0;38.79343;15.215738;8;119;7026;8.454;17498;925.849;21142;7.976;39384;16.762;31975;-44.4;455;-56.107;455;-18.34;456;1.429;3424;1769;1340;1871;3020;2.752;950.867;43.57;39.55;12.837;1.002;-99.9
P681;10/09/2018 09:15;0;38.79343;15.215738;8;119;7014;8.396;17501;925.924;21068;7.939;39387;16.763;31980;-44.2;454;-56.119;455;-18.34;455;1.429;3465;1733;1341;1873;3019;2.784;941.023;43.619;39.65;12.833;1.033;-99.9
P682;10/09/2018 09:15;0;38.79343;15.215738;8;119;7011;8.382;17490;925.652;21020;7.915;39390;16.765;31984;-44;455;-56.107;455;-18.34;455;1.429;3442;1713;1340;1871;3020;2.766;935.555;43.57;39.55;12.837;1.015;-99.9
P683;10/09/2018 09:16;0;38.79343;15.215738;8;119;7001;8.333;17483;925.479;20873;7.842;39391;16.765;31983;-44.1;454;-56.119;455;-18.34;456;1.429;3406;1775;1340;1873;3034;2.737;952.508;43.57;39.65;12.894;0.988;-99.9
P684;10/09/2018 09:16;0;38.79343;15.215738;8;119;7002;8.338;17487;925.578;20819;7.815;39394;16.767;31985;-44;455;-56.107;455;-18.34;456;1.429;3546;1810;1339;1873;3035;2.849;962.078;43.521;39.65;12.898;1.094;-99.9
P685;10/09/2018 09:16;0;38.79343;15.215738;8;119;7002;8.338;17476;925.306;20829;7.82;39393;16.766;31978;-44.3;455;-56.107;455;-18.34;456;1.429;3436;1779;1339;1873;3034;2.761;953.602;43.521;39.65;12.894;1.011;-99.9
P686;10/09/2018 09:16;0;38.79343;15.21574;8;119;6996;8.309;17472;925.207;20792;7.802;39393;16.766;31988;-43.8;454;-56.119;455;-18.34;455;1.429;3434;1734;1336;1873;3035;2.76;941.297;43.372;39.65;12.898;1.009;-99.9
P687;10/09/2018 09:16;0;38.79343;15.21574;8;119;6943;8.054;17479;925.38;20808;7.81;39395;16.767;31980;-44.2;454;-56.119;455;-18.34;456;1.429;3504;1803;1336;1874;3034;2.815;960.164;43.372;39.7;12.894;1.062;-99.9
P688;10/09/2018 09:16;0;38.79343;15.215738;8;119;6958;8.126;17475;925.281;20792;7.802;39396;16.768;32006;-43;455;-56.107;455;-18.34;456;1.429;3436;1785;1335;1874;3035;2.761;955.242;43.322;39.7;12.898;1.011;-99.9
P689;10/09/2018 09:17;0;38.79343;15.215738;8;119;6977;8.218;17474;925.257;20787;7.799;39396;16.768;31993;-43.6;455;-56.107;455;-18.34;455;1.429;3488;1739;1336;1875;3018;2.803;942.664;43.372;39.75;12.829;1.05;-99.9
P690;10/09/2018 09:17;0;38.79343;15.215738;8;119;6992;8.29;17476;925.306;20813;7.812;39396;16.768;31993;-43.6;455;-56.107;455;-18.34;456;1.429;3432;1706;1331;1874;3017;2.758;933.641;43.125;39.7;12.825;1.008;-99.9
P691;10/09/2018 09:17;0;38.79343;15.21574;8;119;6992;8.29;17482;925.454;20826;7.819;39397;16.768;32025;-42.2;455;-56.107;455;-18.34;456;1.429;3418;1795;1329;1874;3018;2.747;957.977;43.026;39.7;12.829;0.997;-99.9
P692;10/09/2018 09:17;0;38.79343;15.21574;8;119;7002;8.338;17490;925.652;20732;7.772;39398;16.769;32007;-43;454;-56.119;455;-18.34;456;1.429;3455;1730;1328;1875;3002;2.776;940.203;42.976;39.75;12.764;1.025;-99.9
P693;10/09/2018 09:17;0;38.79343;15.21574;8;119;7014;8.396;17487;925.578;20656;7.734;39400;16.77;32008;-43;455;-56.107;455;-18.34;456;1.429;3437;1724;1326;1874;3003;2.762;938.562;42.877;39.7;12.768;1.011;-99.9
P694;10/09/2018 09:17;0;38.79343;15.21574;8;119;7026;8.454;17493;925.726;20663;7.737;39403;16.771;31989;-43.8;455;-56.107;455;-18.34;456;1.429;3435;1784;1326;1875;3003;2.76;954.969;42.877;39.75;12.768;1.01;-99.9
P695;10/09/2018 09:18;0;38.79343;15.21574;8;119;7012;8.386;17502;925.948;20733;7.772;39404;16.772;32008;-43;455;-56.107;455;-18.34;456;1.429;3451;1736;1326;1876;3004;2.773;941.844;42.877;39.8;12.772;1.022;-99.9
P696;10/09/2018 09:18;0;38.79343;15.21574;8;119;7003;8.343;17503;925.973;20681;7.746;39407;16.773;31970;-44.6;455;-56.107;456;-18.335;456;1.429;3509;1802;1328;1876;3005;2.819;959.891;42.976;39.8;12.776;1.066;-99.9
P697;10/09/2018 09:18;0;38.79343;15.215742;8;118;6989;8.276;17501;925.924;20606;7.709;39407;16.773;31981;-44.1;455;-56.107;456;-18.335;456;1.429;3439;1781;1327;1875;3006;2.764;954.148;42.926;39.75;12.78;1.013;-99.9
P698;10/09/2018 09:18;0;38.79343;15.215742;8;118;6995;8.304;17507;926.072;20586;7.699;39408;16.773;31957;-45.2;455;-56.107;455;-18.34;456;1.429;3422;1731;1324;1877;3017;2.75;940.477;42.778;39.85;12.825;1;-99.9
P699;10/09/2018 09:18;0;38.79343;15.215742;8;118;6978;8.223;17504;925.998;20580;7.696;39408;16.773;31964;-44.9;455;-56.107;456;-18.335;456;1.429;3527;1807;1326;1877;3021;2.834;961.258;42.877;39.85;12.841;1.08;-99.9
P700;10/09/2018 09:18;0;38.79343;15.215742;8;118;7025;8.449;17502;925.948;20924;7.867;39407;16.773;31970;-44.6;455;-56.107;455;-18.34;456;1.429;3403;1745;1326;1878;3021;2.735;944.305;42.877;39.9;12.841;0.986;-99.9
P701;10/09/2018 09:19;0;38.79343;15.215742;8;118;7033;8.487;17490;925.652;21151;7.981;39409;16.774;31985;-44;455;-56.107;456;-18.335;456;1.429;3418;1813;1326;1878;3034;2.747;962.898;42.877;39.9;12.894;0.997;-99.9
P702;10/09/2018 09:19;0;38.79343;15.215742;8;118;7017;8.41;17490;925.652;21027;7.919;39411;16.775;31990;-43.7;455;-56.107;456;-18.335;456;1.429;3546;1751;1327;1878;3035;2.849;945.945;42.926;39.9;12.898;1.094;-99.9
P703;10/09/2018 09:19;0;38.79343;15.215742;8;118;6995;8.304;17482;925.454;20950;7.88;39414;16.776;31959;-45.1;455;-56.107;455;-18.34;456;1.429;3466;1728;1328;1878;3033;2.785;939.656;42.976;39.9;12.89;1.033;-99.9
P704;10/09/2018 09:19;0;38.79343;15.215742;8;118;6994;8.3;17475;925.281;20848;7.83;39417;16.778;31995;-43.5;455;-56.107;455;-18.34;456;1.429;3437;1765;1325;1878;3033;2.762;949.773;42.827;39.9;12.89;1.011;-99.9
P705;10/09/2018 09:19;0;38.79343;15.215742;8;118;7001;8.333;17480;925.405;20893;7.852;39417;16.778;31984;-44;455;-56.107;455;-18.34;456;1.429;3403;1762;1327;1879;3035;2.735;948.953;42.926;39.95;12.898;0.986;-99.9
P706;10/09/2018 09:19;0;38.79343;15.215742;8;118;6997;8.314;17479;925.38;21082;7.946;39417;16.778;31991;-43.7;455;-56.107;455;-18.34;456;1.429;3562;1751;1325;1878;3036;2.862;945.945;42.827;39.9;12.902;1.106;-99.9
P707;10/09/2018 09:20;0;38.79343;15.215742;8;118;6999;8.324;17477;925.331;21065;7.938;39419;16.779;31995;-43.5;455;-56.107;456;-18.335;456;1.429;3426;1706;1323;1879;3034;2.753;933.641;42.729;39.95;12.894;1.003;-99.9
P708;10/09/2018 09:20;0;38.79343;15.215742;8;118;7005;8.353;17478;925.356;21031;7.921;39423;16.781;31989;-43.8;455;-56.107;456;-18.335;456;1.429;3440;1792;1324;1879;3017;2.764;957.156;42.778;39.95;12.825;1.014;-99.9
P709;10/09/2018 09:20;0;38.79343;15.215742;8;118;6990;8.28;17479;925.38;21053;7.932;39427;16.783;31995;-43.5;455;-56.107;456;-18.335;456;1.429;3457;1740;1325;1880;3016;2.778;942.938;42.827;40;12.821;1.027;-99.9
P710;10/09/2018 09:20;0;38.79343;15.215742;8;118;6996;8.309;17487;925.578;21114;7.962;39430;16.784;31985;-44;455;-56.107;455;-18.34;456;1.429;3498;1775;1322;1880;3003;2.811;952.508;42.679;40;12.768;1.058;-99.9
P711;10/09/2018 09:20;0;38.79343;15.215742;8;118;7005;8.353;17488;925.603;21162;7.986;39432;16.785;31990;-43.7;455;-56.107;455;-18.34;456;1.429;3419;1753;1324;1880;3003;2.748;946.492;42.778;40;12.768;0.998;-99.9
P712;10/09/2018 09:20;0;38.79343;15.215742;8;118;7036;8.502;17504;925.998;21088;7.949;39433;16.786;31988;-43.8;455;-56.107;456;-18.335;456;1.429;3414;1810;1324;1878;3004;2.744;962.078;42.778;39.9;12.772;0.994;-99.9
P713;10/09/2018 09:21;0;38.79343;15.215742;8;117;7030;8.473;17509;926.121;20949;7.88;39434;16.786;31989;-43.8;455;-56.107;456;-18.335;456;1.429;3439;1735;1325;1879;3004;2.764;941.57;42.827;39.95;12.772;1.013;-99.9
P714;10/09/2018 09:21;0;38.79343;15.215742;8;117;7005;8.353;17509;926.121;20864;7.838;39436;16.787;31974;-44.4;455;-56.107;455;-18.34;456;1.429;3499;1802;1326;1881;3007;2.812;959.891;42.877;40.05;12.785;1.059;-99.9
P715;10/09/2018 09:21;0;38.79343;15.215742;8;117;7035;8.497;17502;925.948;21105;7.958;39434;16.786;31962;-45;455;-56.107;455;-18.34;456;1.429;3426;1768;1327;1880;3005;2.753;950.594;42.926;40;12.776;1.003;-99.9
P716;10/09/2018 09:21;0;38.79343;15.215742;8;117;7038;8.512;17503;925.973;21150;7.98;39435;16.787;31963;-44.9;455;-56.107;455;-18.34;456;1.429;3417;1749;1325;1879;3006;2.746;945.398;42.827;39.95;12.78;0.996;-99.9
P717;10/09/2018 09:21;0;38.79343;15.215742;8;117;7046;8.55;17506;926.047;21018;7.914;39436;16.787;31980;-44.2;455;-56.107;456;-18.335;456;1.429;3527;1747;1325;1881;3021;2.834;944.852;42.827;40.05;12.841;1.08;-99.9
P718;10/09/2018 09:21;0;38.79343;15.21574;8;117;7011;8.382;17505;926.022;20863;7.837;39440;16.789;31965;-44.8;455;-56.107;456;-18.335;456;1.429;3467;1738;1325;1882;3029;2.786;942.391;42.827;40.1;12.874;1.034;-99.9
P719;10/09/2018 09:22;0;38.79343;15.21574;8;117;6981;8.237;17498;925.849;20833;7.822;39443;16.791;31957;-45.2;455;-56.107;455;-18.34;456;1.429;3448;1782;1325;1882;3035;2.771;954.422;42.827;40.1;12.898;1.02;-99.9
P720;10/09/2018 09:22;0;38.79343;15.21574;8;117;6959;8.131;17491;925.677;20713;7.762;39443;16.791;31953;-45.4;455;-56.107;455;-18.34;456;1.429;3402;1738;1327;1882;3033;2.734;942.391;42.926;40.1;12.89;0.985;-99.9
P721;10/09/2018 09:22;0;38.79343;15.21574;8;117;6969;8.179;17484;925.504;20672;7.742;39444;16.791;31977;-44.3;455;-56.107;456;-18.335;456;1.429;3543;1753;1324;1881;3035;2.847;946.492;42.778;40.05;12.898;1.092;-99.9
P722;10/09/2018 09:22;0;38.79343;15.21574;8;117;6960;8.136;17479;925.38;20654;7.733;39444;16.791;31987;-43.9;455;-56.107;456;-18.335;456;1.429;3438;1710;1323;1883;3035;2.763;934.734;42.729;40.15;12.898;1.012;-99.9
P723;10/09/2018 09:22;0;38.79343;15.21574;8;117;6970;8.184;17483;925.479;20587;7.699;39448;16.793;31999;-43.3;455;-56.107;456;-18.335;456;1.429;3434;1780;1323;1883;3034;2.76;953.875;42.729;40.15;12.894;1.009;-99.9
P724;10/09/2018 09:22;0;38.79343;15.21574;8;117;6977;8.218;17484;925.504;20798;7.805;39447;16.793;31997;-43.4;455;-56.107;456;-18.335;456;1.429;3408;1738;1326;1882;3035;2.739;942.391;42.877;40.1;12.898;0.989;-99.9
P725;10/09/2018 09:23;0;38.79343;15.21574;8;117;6985;8.256;17487;925.578;20866;7.839;39448;16.793;32000;-43.3;455;-56.107;456;-18.335;456;1.429;3550;1742;1324;1882;3035;2.852;943.484;42.778;40.1;12.898;1.097;-99.9
P726;10/09/2018 09:23;0;38.79343;15.21574;8;117;7001;8.333;17486;925.553;20902;7.857;39450;16.794;31995;-43.5;455;-56.107;456;-18.335;456;1.429;3430;1706;1326;1882;3017;2.756;933.641;42.877;40.1;12.825;1.006;-99.9
P727;10/09/2018 09:23;0;38.79343;15.21574;8;116;7008;8.367;17487;925.578;20885;7.848;39453;16.796;32006;-43;455;-56.107;456;-18.335;456;1.429;3434;1797;1328;1881;3004;2.76;958.523;42.976;40.05;12.772;1.009;-99.9
P728;10/09/2018 09:23;0;38.79343;15.21574;8;116;7017;8.41;17487;925.578;20826;7.819;39455;16.797;32009;-42.9;455;-56.107;456;-18.335;456;1.429;3439;1735;1329;1882;3003;2.764;941.57;43.026;40.1;12.768;1.013;-99.9
P729;10/09/2018 09:23;0;38.79343;15.21574;8;116;7020;8.425;17498;925.849;20831;7.821;39455;16.797;31990;-43.7;455;-56.107;456;-18.335;456;1.429;3543;1805;1326;1881;3004;2.847;960.711;42.877;40.05;12.772;1.092;-99.9
P730;10/09/2018 09:23;0;38.79343;15.21574;8;116;7029;8.468;17509;926.121;20954;7.882;39455;16.797;31988;-43.8;455;-56.107;456;-18.335;456;1.429;3423;1759;1320;1882;3005;2.751;948.133;42.58;40.1;12.776;1.001;-99.9
P731;10/09/2018 09:24;0;38.79343;15.21574;8;116;7020;8.425;17509;926.121;20918;7.865;39456;16.797;31993;-43.6;455;-56.107;456;-18.335;456;1.429;3413;1767;1319;1884;3004;2.743;950.32;42.53;40.2;12.772;0.993;-99.9
P732;10/09/2018 09:24;0;38.79343;15.21574;8;116;7013;8.391;17511;926.17;20868;7.84;39458;16.798;31996;-43.5;455;-56.107;455;-18.34;456;1.429;3565;1760;1321;1884;3005;2.864;948.406;42.63;40.2;12.776;1.109;-99.9
