POINT;DATE;MARKER;LONGITUDE;LATITUDE;NB_SATELLITE;HDOP;COUNT_CO2_100;CO2_100;COUNT_P_atm;P_atm;COUNT_CO2_10;CO2_10;COUNT_T_atm;T_atm ;COUNT_SP;SP ;COUNT_SO2;SO2;COUNT_H2S;H2S ;COUNT_PYR;PYR ;COUNT_V_FLUX;V_FLUX;COUNT_P_in;P_in;COUNT_Rh;Rh;COUNT_T_in;T_in;COUNT_V_BAT;V_BAT;PUMP_FLUX;Thermocouple
P328;10/09/2018 08:16;0;38.793411;15.21571;7;125;7046;8.55;17432;924.22;21429;8.119;38983;16.565;31942;-45.9;440;-56.286;441;-18.403;441;1.429;3381;1728;1372;1797;3015;2.717;939.656;45.154;35.85;12.817;0.969;-99.9
P329;10/09/2018 08:17;0;38.793411;15.21571;7;125;7076;8.695;17430;924.17;21519;8.164;38983;16.565;31958;-45.1;440;-56.286;441;-18.403;441;1.429;3480;1775;1373;1796;3029;2.796;952.508;45.203;35.8;12.874;1.044;-99.9
P330;10/09/2018 08:17;0;38.793411;15.21571;7;125;7078;8.704;17422;923.973;21505;8.157;38983;16.565;31951;-45.5;440;-56.286;441;-18.403;441;1.429;3406;1796;1373;1797;3029;2.737;958.25;45.203;35.85;12.874;0.988;-99.9
P331;10/09/2018 08:17;0;38.793411;15.21571;7;125;7089;8.757;17408;923.627;21488;8.149;38979;16.563;31951;-45.5;440;-56.286;440;-18.408;441;1.429;3544;1730;1373;1796;3030;2.847;940.203;45.203;35.8;12.878;1.093;-99.9
P332;10/09/2018 08:17;0;38.793411;15.21571;7;125;7081;8.719;17406;923.578;21520;8.165;38981;16.564;31973;-44.5;440;-56.286;441;-18.403;441;1.429;3417;1767;1373;1799;3029;2.746;950.32;45.203;35.95;12.874;0.996;-99.9
P333;10/09/2018 08:17;0;38.793411;15.21571;7;126;7113;8.873;17402;923.479;21576;8.193;38979;16.563;31996;-43.5;440;-56.286;441;-18.403;441;1.429;3441;1721;1373;1798;3028;2.765;937.742;45.203;35.9;12.87;1.014;-99.9
P334;10/09/2018 08:17;0;38.793411;15.21571;7;126;7077;8.699;17408;923.627;21560;8.185;38983;16.565;31963;-44.9;440;-56.286;441;-18.403;441;1.429;3423;1693;1376;1797;3029;2.751;930.086;45.352;35.85;12.874;1.001;-99.9
P335;10/09/2018 08:18;0;38.793411;15.21571;7;126;7063;8.632;17413;923.75;21589;8.199;38983;16.565;32003;-43.2;440;-56.286;441;-18.403;441;1.429;3381;1800;1377;1798;3029;2.717;959.344;45.402;35.9;12.874;0.969;-99.9
P336;10/09/2018 08:18;0;38.793411;15.21571;7;126;7025;8.449;17412;923.726;21463;8.136;38979;16.563;31976;-44.4;440;-56.286;441;-18.403;441;1.429;3538;1760;1376;1797;3014;2.843;948.406;45.352;35.85;12.813;1.088;-99.9
P337;10/09/2018 08:18;0;38.793411;15.21571;7;126;7002;8.338;17413;923.75;21393;8.101;38979;16.563;31984;-44;440;-56.286;440;-18.408;441;1.429;3405;1757;1376;1798;3013;2.736;947.586;45.352;35.9;12.809;0.987;-99.9
P338;10/09/2018 08:18;0;38.793411;15.21571;7;126;6989;8.276;17413;923.75;21330;8.07;38975;16.561;31985;-44;440;-56.286;441;-18.403;441;1.429;3415;1721;1374;1798;2997;2.744;937.742;45.253;35.9;12.744;0.995;-99.9
P339;10/09/2018 08:18;0;38.793411;15.21571;7;126;7046;8.55;17416;923.825;21575;8.192;38978;16.563;31981;-44.1;440;-56.286;441;-18.403;442;1.429;3471;1726;1375;1798;2998;2.789;939.109;45.303;35.9;12.748;1.037;-99.9
P340;10/09/2018 08:18;0;38.793411;15.21571;7;126;7075;8.69;17422;923.973;21548;8.179;38978;16.563;31990;-43.7;440;-56.286;441;-18.403;441;1.429;3549;1733;1376;1798;2999;2.851;941.023;45.352;35.9;12.752;1.097;-99.9
P341;10/09/2018 08:19;0;38.793411;15.21571;7;126;7067;8.651;17427;924.096;21642;8.226;38977;16.562;31981;-44.1;440;-56.286;441;-18.403;441;1.429;3544;1770;1378;1799;3001;2.847;951.141;45.451;35.95;12.76;1.093;-99.9
P342;10/09/2018 08:19;0;38.793411;15.21571;7;126;7071;8.671;17425;924.047;21844;8.326;38980;16.564;31966;-44.8;441;-56.274;441;-18.403;442;1.429;3477;1726;1379;1799;3000;2.794;939.109;45.5;35.95;12.756;1.042;-99.9
P343;10/09/2018 08:19;0;38.793411;15.21571;7;126;7121;8.911;17428;924.121;23791;9.297;38980;16.564;31948;-45.6;440;-56.286;441;-18.403;442;1.429;3417;1698;1377;1799;3001;2.746;931.453;45.402;35.95;12.76;0.996;-99.9
P344;10/09/2018 08:19;0;38.793411;15.21571;7;126;7130;8.955;17431;924.195;22680;8.743;38982;16.565;31959;-45.1;440;-56.286;441;-18.403;441;1.429;3385;1799;1378;1799;3001;2.72;959.07;45.451;35.95;12.76;0.972;-99.9
P345;10/09/2018 08:19;0;38.793411;15.21571;7;126;7146;9.032;17436;924.318;22317;8.562;38976;16.562;31958;-45.1;441;-56.274;441;-18.403;441;1.429;3545;1751;1376;1799;3015;2.848;945.945;45.352;35.95;12.817;1.094;-99.9
P346;10/09/2018 08:19;0;38.793411;15.21571;7;127;7098;8.801;17434;924.269;21925;8.367;38968;16.558;31959;-45.1;441;-56.274;441;-18.403;442;1.429;3403;1758;1371;1801;3014;2.735;947.859;45.104;36.05;12.813;0.986;-99.9
P347;10/09/2018 08:20;0;38.793411;15.215712;7;127;7085;8.738;17424;924.022;21850;8.329;38967;16.557;31954;-45.3;440;-56.286;441;-18.403;441;1.429;3394;1720;1368;1799;3028;2.728;937.469;44.956;35.95;12.87;0.979;-99.9
P348;10/09/2018 08:20;0;38.793411;15.215712;7;127;7119;8.902;17413;923.75;22012;8.41;38967;16.557;31964;-44.9;440;-56.286;441;-18.403;441;1.429;3427;1710;1365;1801;3029;2.754;934.734;44.807;36.05;12.874;1.004;-99.9
P349;10/09/2018 08:20;0;38.793411;15.215712;7;127;7100;8.81;17414;923.775;21860;8.334;38968;16.558;31966;-44.8;440;-56.286;441;-18.403;442;1.429;3384;1802;1363;1801;3029;2.72;959.891;44.708;36.05;12.874;0.971;-99.9
P350;10/09/2018 08:20;0;38.793411;15.215712;7;127;7079;8.709;17404;923.528;21901;8.355;38969;16.558;31974;-44.4;441;-56.274;441;-18.403;442;1.429;3544;1721;1365;1801;3029;2.847;937.742;44.807;36.05;12.874;1.093;-99.9
P351;10/09/2018 08:20;0;38.793411;15.215712;7;127;7097;8.796;17404;923.528;22057;8.433;38969;16.558;31967;-44.8;441;-56.274;441;-18.403;442;1.429;3391;1701;1361;1801;3029;2.725;932.273;44.61;36.05;12.874;0.976;-99.9
P352;10/09/2018 08:20;0;38.793411;15.215712;7;127;7093;8.777;17402;923.479;22061;8.435;38969;16.558;31965;-44.8;440;-56.286;441;-18.403;442;1.429;3409;1766;1359;1801;3029;2.74;950.047;44.511;36.05;12.874;0.99;-99.9
P353;10/09/2018 08:21;0;38.793415;15.215712;7;127;7111;8.863;17405;923.553;22152;8.48;38969;16.558;31982;-44.1;440;-56.286;441;-18.403;441;1.429;3406;1763;1363;1802;3030;2.737;949.227;44.708;36.1;12.878;0.988;-99.9
P354;10/09/2018 08:21;0;38.793415;15.215712;7;127;7087;8.748;17410;923.676;22128;8.468;38968;16.558;31985;-44;441;-56.274;442;-18.399;441;1.429;3393;1689;1361;1801;3013;2.727;928.992;44.61;36.05;12.809;0.978;-99.9
P355;10/09/2018 08:21;0;38.793415;15.215712;7;127;7078;8.704;17408;923.627;21926;8.367;38970;16.559;31979;-44.2;441;-56.274;441;-18.403;442;1.429;3381;1726;1363;1802;3014;2.717;939.109;44.708;36.1;12.813;0.969;-99.9
P356;10/09/2018 08:21;0;38.793415;15.215712;7;128;7083;8.728;17411;923.701;21930;8.369;38969;16.558;31985;-44;441;-56.274;442;-18.399;442;1.429;3542;1755;1363;1800;3000;2.846;947.039;44.708;36;12.756;1.091;-99.9
P357;10/09/2018 08:21;0;38.793415;15.215712;7;128;7095;8.786;17420;923.923;22158;8.483;38971;16.559;31994;-43.6;441;-56.274;441;-18.403;442;1.429;3529;1721;1364;1801;2998;2.835;937.742;44.758;36.05;12.748;1.081;-99.9
P358;10/09/2018 08:21;0;38.793415;15.215712;7;128;7138;8.993;17413;923.75;22436;8.622;38969;16.558;31995;-43.5;441;-56.274;441;-18.403;442;1.429;3489;1724;1365;1800;2999;2.804;938.562;44.807;36;12.752;1.051;-99.9
P359;10/09/2018 08:22;0;38.793415;15.215712;7;128;7172;9.157;17424;924.022;22649;8.728;38969;16.558;31980;-44.2;441;-56.274;442;-18.399;442;1.429;3428;1700;1364;1802;3000;2.755;932;44.758;36.1;12.756;1.005;-99.9
P360;10/09/2018 08:22;0;38.793415;15.215712;7;128;7160;9.099;17429;924.146;22670;8.738;38970;16.559;31973;-44.5;441;-56.274;442;-18.399;442;1.429;3553;1773;1368;1802;3001;2.855;951.961;44.956;36.1;12.76;1.1;-99.9
P361;10/09/2018 08:22;0;38.793415;15.215712;7;128;7122;8.916;17428;924.121;22425;8.616;38971;16.559;31969;-44.7;441;-56.274;441;-18.403;442;1.429;3404;1722;1367;1803;2999;2.736;938.016;44.907;36.15;12.752;0.986;-99.9
P362;10/09/2018 08:22;0;38.793415;15.215714;7;128;7094;8.781;17430;924.17;22181;8.494;38970;16.559;31967;-44.8;441;-56.274;441;-18.403;442;1.429;3405;1745;1367;1803;3001;2.736;944.305;44.907;36.15;12.76;0.987;-99.9
P363;10/09/2018 08:22;0;38.793415;15.215714;7;128;7129;8.95;17431;924.195;22327;8.567;38970;16.559;31967;-44.8;441;-56.274;441;-18.403;442;1.429;3554;1747;1368;1803;3014;2.855;944.852;44.956;36.15;12.813;1.1;-99.9
P364;10/09/2018 08:22;0;0;0;0;0;7153;9.066;17427;924.096;22455;8.631;38969;16.558;31961;-45;441;-56.274;442;-18.399;442;1.429;3406;1799;1365;1803;3014;2.737;959.07;44.807;36.15;12.813;0.988;-99.9
P365;10/09/2018 08:23;0;0;0;0;0;7153;9.066;17418;923.874;22427;8.617;38968;16.558;31959;-45.1;441;-56.274;441;-18.403;442;1.429;3402;1690;1364;1802;3015;2.734;929.266;44.758;36.1;12.817;0.985;-99.9
P366;10/09/2018 08:23;0;38.793415;15.215714;7;128;7186;9.224;17424;924.022;22478;8.642;38968;16.558;31961;-45;441;-56.274;442;-18.399;442;1.429;3433;1722;1365;1805;3030;2.759;938.016;44.807;36.25;12.878;1.008;-99.9
P367;10/09/2018 08:23;0;38.793415;15.215714;7;129;7177;9.181;17421;923.948;22512;8.659;38969;16.558;31964;-44.9;441;-56.274;442;-18.399;442;1.429;3401;1746;1364;1804;3029;2.733;944.578;44.758;36.2;12.874;0.984;-99.9
P368;10/09/2018 08:23;0;38.793415;15.215714;7;129;7174;9.167;17407;923.602;22430;8.619;38967;16.557;31972;-44.5;441;-56.274;441;-18.403;442;1.429;3553;1730;1361;1805;3029;2.855;940.203;44.61;36.25;12.874;1.1;-99.9
P369;10/09/2018 08:23;0;38.793415;15.215714;7;129;7171;9.152;17403;923.504;22584;8.695;38965;16.556;31979;-44.2;441;-56.274;442;-18.399;442;1.429;3393;1806;1361;1804;3029;2.727;960.984;44.61;36.2;12.874;0.978;-99.9
P370;10/09/2018 08:23;0;38.793415;15.215714;7;129;7163;9.114;17404;923.528;22595;8.701;38964;16.556;31980;-44.2;441;-56.274;441;-18.403;442;1.429;3411;1694;1354;1805;3029;2.741;930.359;44.263;36.25;12.874;0.992;-99.9
P371;10/09/2018 08:24;0;38.793415;15.215714;7;129;7155;9.075;17429;924.146;22419;8.613;38963;16.555;31984;-44;441;-56.274;442;-18.399;442;1.429;3428;1723;1355;1804;3000;2.755;938.289;44.312;36.2;12.756;1.005;-99.9
P372;10/09/2018 08:24;0;38.793415;15.215714;7;129;7166;9.128;17403;923.504;22461;8.634;38958;16.553;31982;-44.1;441;-56.274;442;-18.399;442;1.429;3381;1742;1353;1805;3014;2.717;943.484;44.214;36.25;12.813;0.969;-99.9
P373;10/09/2018 08:24;0;38.793415;15.215714;7;129;7185;9.22;17408;923.627;22868;8.837;38953;16.55;31985;-44;442;-56.262;442;-18.399;442;1.429;3412;1690;1351;1804;3014;2.742;929.266;44.114;36.2;12.813;0.992;-99.9
P374;10/09/2018 08:24;0;38.793415;15.215714;7;129;7226;9.417;17413;923.75;23597;9.201;38950;16.549;31987;-43.9;442;-56.262;442;-18.399;442;1.429;3460;1725;1349;1805;3014;2.78;938.836;44.015;36.25;12.813;1.029;-99.9
P375;10/09/2018 08:24;0;38.793415;15.215714;7;129;7228;9.427;17415;923.8;23630;9.217;38944;16.546;31990;-43.7;441;-56.274;442;-18.399;442;1.429;3417;1772;1347;1805;2998;2.746;951.688;43.917;36.25;12.748;0.996;-99.9
P376;10/09/2018 08:24;0;0;0;0;0;7227;9.422;17420;923.923;23528;9.166;38941;16.545;31989;-43.8;441;-56.274;442;-18.399;442;1.429;3468;1744;1346;1805;2998;2.787;944.031;43.867;36.25;12.748;1.035;-99.9
P377;10/09/2018 08:25;0;0;0;0;0;7175;9.171;17418;923.874;23084;8.945;38942;16.545;31972;-44.5;441;-56.274;442;-18.399;442;1.429;3382;1722;1341;1804;2999;2.718;938.016;43.619;36.2;12.752;0.97;-99.9
P378;10/09/2018 08:25;0;38.793415;15.215715;7;130;7158;9.09;17431;924.195;22595;8.701;38943;16.546;31977;-44.3;441;-56.274;442;-18.399;442;1.429;3427;1698;1342;1804;2999;2.754;931.453;43.669;36.2;12.752;1.004;-99.9
P379;10/09/2018 08:25;0;38.793415;15.215715;7;130;7172;9.157;17430;924.17;22348;8.578;38938;16.543;31974;-44.4;441;-56.274;442;-18.399;443;1.429;3473;1730;1342;1806;3001;2.791;940.203;43.669;36.3;12.76;1.039;-99.9
P380;10/09/2018 08:25;0;38.793415;15.215715;7;130;7145;9.027;17433;924.244;22083;8.446;38936;16.542;31966;-44.8;441;-56.274;442;-18.399;442;1.429;3418;1774;1337;1806;3004;2.747;952.234;43.422;36.3;12.772;0.997;-99.9
P381;10/09/2018 08:25;0;38.793415;15.215715;7;130;7099;8.805;17431;924.195;21823;8.316;38934;16.541;31961;-45;441;-56.274;442;-18.399;442;1.429;3515;1797;1337;1806;3015;2.824;958.523;43.422;36.3;12.817;1.071;-99.9
P382;10/09/2018 08:25;0;38.793415;15.215715;7;130;7052;8.579;17427;924.096;21552;8.181;38931;16.54;31968;-44.7;442;-56.262;442;-18.399;443;1.429;3376;1722;1337;1806;3014;2.713;938.016;43.422;36.3;12.813;0.965;-99.9
P383;10/09/2018 08:26;0;38.793415;15.215715;7;130;7028;8.463;17420;923.923;21384;8.097;38927;16.538;31967;-44.8;441;-56.274;442;-18.399;442;1.429;3394;1691;1335;1807;3016;2.728;929.539;43.322;36.35;12.821;0.979;-99.9
P384;10/09/2018 08:26;0;38.793415;15.215715;7;130;7007;8.362;17415;923.8;21410;8.11;38926;16.537;31964;-44.9;442;-56.262;442;-18.399;443;1.429;3524;1728;1333;1807;3028;2.831;939.656;43.223;36.35;12.87;1.078;-99.9
P385;10/09/2018 08:26;0;38.793415;15.215715;7;130;6988;8.271;17418;923.874;21432;8.121;38925;16.537;31969;-44.7;442;-56.262;442;-18.399;442;1.429;3401;1798;1334;1807;3029;2.733;958.797;43.273;36.35;12.874;0.984;-99.9
P386;10/09/2018 08:26;0;38.793415;15.215715;7;130;7000;8.329;17417;923.849;21351;8.08;38923;16.536;31971;-44.6;441;-56.274;442;-18.399;442;1.429;3395;1691;1335;1808;3030;2.728;929.539;43.322;36.4;12.878;0.979;-99.9
P387;10/09/2018 08:26;0;38.793415;15.215715;7;131;6991;8.285;17404;923.528;21269;8.04;38922;16.535;31992;-43.7;442;-56.262;442;-18.399;442;1.429;3513;1726;1334;1808;3029;2.823;939.109;43.273;36.4;12.874;1.069;-99.9
P388;10/09/2018 08:26;0;38.793415;15.215716;8;127;7006;8.357;17413;923.75;21455;8.132;38923;16.536;31985;-44;441;-56.274;442;-18.399;443;1.429;3418;1785;1336;1808;3030;2.747;955.242;43.372;36.4;12.878;0.997;-99.9
P389;10/09/2018 08:27;0;38.793415;15.215718;8;127;7017;8.41;17405;923.553;21647;8.228;38923;16.536;31988;-43.8;442;-56.262;442;-18.399;443;1.429;3479;1760;1337;1808;3019;2.796;948.406;43.422;36.4;12.833;1.043;-99.9
P390;10/09/2018 08:27;0;38.793415;15.215716;8;127;7066;8.646;17413;923.75;21822;8.315;38921;16.535;31995;-43.5;442;-56.262;442;-18.399;442;1.429;3391;1721;1338;1807;3013;2.725;937.742;43.471;36.35;12.809;0.976;-99.9
P391;10/09/2018 08:27;0;38.793419;15.215715;8;127;7117;8.892;17410;923.676;22170;8.489;38921;16.535;31997;-43.4;442;-56.262;442;-18.399;443;1.429;3400;1719;1340;1808;3014;2.732;937.195;43.57;36.4;12.813;0.983;-99.9
P392;10/09/2018 08:27;0;38.793419;15.215715;8;127;7110;8.858;17415;923.8;22159;8.483;38919;16.534;31998;-43.4;441;-56.274;442;-18.399;442;1.429;3534;1724;1340;1808;3015;2.839;938.562;43.57;36.4;12.817;1.085;-99.9
P393;10/09/2018 08:27;0;38.793419;15.215715;8;127;7107;8.844;17419;923.899;22095;8.451;38917;16.533;31989;-43.8;442;-56.262;442;-18.399;442;1.429;3412;1788;1339;1807;2999;2.742;956.062;43.521;36.35;12.752;0.992;-99.9
P394;10/09/2018 08:27;0;38.793419;15.215715;8;127;7066;8.646;17423;923.997;21795;8.302;38917;16.533;32001;-43.3;441;-56.274;442;-18.399;442;1.429;3487;1779;1341;1808;2999;2.802;953.602;43.619;36.4;12.752;1.049;-99.9
P395;10/09/2018 08:28;0;38.793419;15.215715;8;128;7045;8.545;17427;924.096;21641;8.225;38917;16.533;31981;-44.1;442;-56.262;442;-18.399;443;1.429;3379;1725;1343;1806;2999;2.716;938.836;43.718;36.3;12.752;0.967;-99.9
P396;10/09/2018 08:28;0;38.793419;15.215715;8;128;7035;8.497;17431;924.195;21616;8.213;38920;16.534;31976;-44.4;442;-56.262;442;-18.399;443;1.429;3401;1699;1341;1808;3001;2.733;931.727;43.619;36.4;12.76;0.984;-99.9
P397;10/09/2018 08:28;0;38.793419;15.215715;8;128;7037;8.507;17412;923.726;21626;8.218;38922;16.535;31982;-44.1;442;-56.262;442;-18.399;443;1.429;3414;1772;1348;1807;2999;2.744;951.688;43.966;36.35;12.752;0.994;-99.9
P398;10/09/2018 08:28;0;38.793419;15.215715;8;128;7056;8.598;17434;924.269;21788;8.298;38918;16.533;32000;-43.3;441;-56.274;443;-18.394;443;1.429;3417;1773;1345;1809;3013;2.746;951.961;43.818;36.45;12.809;0.996;-99.9
P399;10/09/2018 08:28;0;38.793419;15.215715;8;128;7074;8.685;17428;924.121;21903;8.356;38917;16.533;31962;-45;442;-56.262;442;-18.399;442;1.429;3541;1799;1343;1809;3016;2.845;959.07;43.718;36.45;12.821;1.091;-99.9
P400;10/09/2018 08:28;0;38.793419;15.215715;8;128;7056;8.598;17429;924.146;21784;8.296;38916;16.532;31967;-44.8;442;-56.262;442;-18.399;443;1.429;3379;1782;1344;1808;3014;2.716;954.422;43.768;36.4;12.813;0.967;-99.9
P401;10/09/2018 08:29;0;38.793419;15.215715;8;128;7043;8.536;17418;923.874;21568;8.189;38917;16.533;31961;-45;442;-56.262;442;-18.399;443;1.429;3415;1696;1345;1809;3015;2.744;930.906;43.818;36.45;12.817;0.995;-99.9
P402;10/09/2018 08:29;0;38.793419;15.215715;8;128;7042;8.531;17424;924.022;21431;8.12;38919;16.534;31967;-44.8;441;-56.274;442;-18.399;443;1.429;3448;1730;1344;1809;3017;2.771;940.203;43.768;36.45;12.825;1.02;-99.9
P403;10/09/2018 08:29;0;38.793419;15.215715;8;129;7049;8.565;17423;923.997;21262;8.036;38920;16.534;31972;-44.5;442;-56.262;442;-18.399;443;1.429;3414;1770;1348;1810;3029;2.744;951.141;43.966;36.5;12.874;0.994;-99.9
P404;10/09/2018 08:29;0;38.793419;15.215715;8;117;7004;8.348;17417;923.849;21217;8.014;38918;16.533;31964;-44.9;442;-56.262;442;-18.399;443;1.429;3543;1752;1348;1809;3030;2.847;946.219;43.966;36.45;12.878;1.092;-99.9
P405;10/09/2018 08:29;0;38.793419;15.215715;8;129;7022;8.435;17409;923.652;21364;8.087;38916;16.532;31982;-44.1;442;-56.262;442;-18.399;443;1.429;3400;1809;1350;1809;3029;2.732;961.805;44.065;36.45;12.874;0.983;-99.9
P406;10/09/2018 08:29;0;38.793419;15.215715;8;129;7042;8.531;17408;923.627;21422;8.116;38913;16.531;31984;-44;442;-56.262;442;-18.399;443;1.429;3453;1721;1349;1810;3029;2.775;937.742;44.015;36.5;12.874;1.024;-99.9
P407;10/09/2018 08:30;0;38.793419;15.215715;8;129;7049;8.565;17406;923.578;21569;8.189;38910;16.529;31974;-44.4;442;-56.262;442;-18.399;443;1.429;3393;1722;1348;1809;3014;2.727;938.016;43.966;36.45;12.813;0.978;-99.9
P408;10/09/2018 08:30;0;38.793419;15.215715;8;129;7060;8.618;17410;923.676;21582;8.196;38909;16.529;31981;-44.1;442;-56.262;442;-18.399;443;1.429;3398;1742;1348;1811;3014;2.731;943.484;43.966;36.55;12.813;0.982;-99.9
P409;10/09/2018 08:30;0;38.793419;15.215715;8;129;7056;8.598;17409;923.652;21450;8.13;38905;16.527;31999;-43.3;442;-56.262;442;-18.399;443;1.429;3549;1733;1347;1811;3015;2.851;941.023;43.917;36.55;12.817;1.097;-99.9
P410;10/09/2018 08:30;0;38.793419;15.215715;8;129;7068;8.656;17422;923.973;21376;8.093;38907;16.528;31986;-43.9;442;-56.262;442;-18.399;443;1.429;3396;1807;1343;1810;3015;2.729;961.258;43.718;36.5;12.817;0.98;-99.9
P411;10/09/2018 08:30;0;38.793419;15.215715;8;129;7051;8.574;17421;923.948;21289;8.05;38907;16.528;31983;-44.1;442;-56.262;443;-18.394;443;1.429;3436;1711;1344;1811;3015;2.761;935.008;43.768;36.55;12.817;1.011;-99.9
P412;10/09/2018 08:30;0;38.793419;15.215715;9;112;7039;8.516;17419;923.899;21220;8.015;38908;16.528;31975;-44.4;442;-56.262;442;-18.399;443;1.429;3403;1724;1345;1809;2998;2.735;938.562;43.818;36.45;12.748;0.986;-99.9
P413;10/09/2018 08:31;0;38.793419;15.215715;9;112;7021;8.43;17425;924.047;21249;8.03;38910;16.529;31969;-44.7;442;-56.262;443;-18.394;443;1.429;3401;1746;1344;1809;3000;2.733;944.578;43.768;36.45;12.756;0.984;-99.9
P414;10/09/2018 08:31;0;38.793419;15.215716;9;112;7041;8.526;17428;924.121;21096;7.953;38912;16.53;31961;-45;442;-56.262;442;-18.399;443;1.429;3548;1742;1343;1809;3001;2.851;943.484;43.718;36.45;12.76;1.096;-99.9
P415;10/09/2018 08:31;0;38.793419;15.215716;9;112;7015;8.401;17434;924.269;21064;7.937;38914;16.531;31970;-44.6;442;-56.262;442;-18.399;443;1.429;3396;1804;1343;1811;3001;2.729;960.438;43.718;36.55;12.76;0.98;-99.9
P416;10/09/2018 08:31;0;38.793419;15.215716;9;112;7022;8.435;17429;924.146;21044;7.927;38916;16.532;31977;-44.3;442;-56.262;443;-18.394;443;1.429;3432;1707;1341;1811;3014;2.758;933.914;43.619;36.55;12.813;1.008;-99.9
P417;10/09/2018 08:31;0;38.793419;15.215716;9;112;7004;8.348;17432;924.22;21005;7.908;38919;16.534;31977;-44.3;442;-56.262;442;-18.399;443;1.429;3421;1722;1343;1812;3015;2.749;938.016;43.718;36.6;12.817;0.999;-99.9
P418;10/09/2018 08:31;0;38.793419;15.215716;9;112;6986;8.261;17431;924.195;21029;7.92;38920;16.534;31956;-45.2;442;-56.262;442;-18.399;443;1.429;3407;1749;1345;1810;3015;2.738;945.398;43.818;36.5;12.817;0.989;-99.9
P419;10/09/2018 08:32;0;38.793419;15.215716;9;112;7001;8.333;17419;923.899;21079;7.945;38921;16.535;31963;-44.9;442;-56.262;442;-18.399;443;1.429;3543;1765;1346;1811;3016;2.847;949.773;43.867;36.55;12.821;1.092;-99.9
P420;10/09/2018 08:32;0;38.793419;15.215716;9;112;6976;8.213;17420;923.923;21023;7.917;38922;16.535;31964;-44.9;442;-56.262;443;-18.394;443;1.429;3383;1732;1343;1812;3016;2.719;940.75;43.718;36.6;12.821;0.97;-99.9
P421;10/09/2018 08:32;0;38.793419;15.215716;9;112;7004;8.348;17424;924.022;20969;7.89;38923;16.536;31973;-44.5;442;-56.262;442;-18.399;443;1.429;3399;1693;1344;1812;3030;2.732;930.086;43.768;36.6;12.878;0.983;-99.9
P422;10/09/2018 08:32;0;38.793419;15.215716;9;112;7006;8.357;17422;923.973;21001;7.906;38925;16.537;31970;-44.6;442;-56.262;442;-18.399;443;1.429;3460;1726;1344;1811;3030;2.78;939.109;43.768;36.55;12.878;1.029;-99.9
P423;10/09/2018 08:32;0;38.793419;15.215716;9;112;6999;8.324;17411;923.701;20943;7.877;38929;16.539;31974;-44.4;442;-56.262;443;-18.394;443;1.429;3414;1768;1342;1812;3030;2.744;950.594;43.669;36.6;12.878;0.994;-99.9
P424;10/09/2018 08:32;0;38.793419;15.215716;9;112;7009;8.372;17407;923.602;20935;7.873;38931;16.54;31975;-44.4;442;-56.262;442;-18.399;443;1.429;3541;1797;1343;1812;3030;2.845;958.523;43.718;36.6;12.878;1.091;-99.9
P425;10/09/2018 08:33;0;38.793419;15.215716;9;113;7010;8.377;17405;923.553;20909;7.86;38931;16.54;31954;-45.3;442;-56.262;443;-18.394;443;1.429;3388;1766;1343;1813;3014;2.723;950.047;43.718;36.65;12.813;0.974;-99.9
P426;10/09/2018 08:33;0;38.793419;15.215716;9;113;7024;8.444;17403;923.504;20986;7.898;38931;16.54;31981;-44.1;442;-56.262;442;-18.399;443;1.429;3424;1694;1339;1812;3014;2.752;930.359;43.521;36.6;12.813;1.002;-99.9
P427;10/09/2018 08:33;0;38.793419;15.215716;9;113;6980;8.232;17417;923.849;21005;7.908;38935;16.542;31974;-44.4;442;-56.262;443;-18.394;443;1.429;3430;1720;1336;1812;3015;2.756;937.469;43.372;36.6;12.817;1.006;-99.9
P428;10/09/2018 08:33;0;38.793419;15.215716;9;113;6987;8.266;17417;923.849;20982;7.896;38938;16.543;31987;-43.9;442;-56.262;442;-18.399;443;1.429;3419;1768;1339;1812;3016;2.748;950.594;43.521;36.6;12.821;0.998;-99.9
P429;10/09/2018 08:33;0;38.793419;15.215716;9;113;7000;8.329;17422;923.973;21030;7.92;38937;16.543;31972;-44.5;442;-56.262;442;-18.399;443;1.429;3546;1776;1339;1813;3016;2.849;952.781;43.521;36.65;12.821;1.094;-99.9
P430;10/09/2018 08:33;0;38.793419;15.215716;9;113;6977;8.218;17417;923.849;21008;7.909;38938;16.543;31981;-44.1;442;-56.262;443;-18.394;443;1.429;3393;1805;1339;1811;3000;2.727;960.711;43.521;36.55;12.756;0.978;-99.9
P431;10/09/2018 08:34;0;38.793419;15.215716;9;113;6970;8.184;17417;923.849;21036;7.923;38940;16.544;31974;-44.4;443;-56.25;443;-18.394;443;1.429;3421;1702;1340;1811;2999;2.749;932.547;43.57;36.55;12.752;0.999;-99.9
